combination_id,candidate_ids,project_count,cumulative_length_m,rider_profile,target_lts,modified_directed_edges,od_records,routed_od_records,improved_od_records,total_demand,routed_demand,improved_demand,demand_weighted_route_cost_reduction,percent_baseline_cost_reduction,demand_weighted_distance_change_m,mean_distance_change_m,minimum_cost_reduction,runtime_seconds,workers
C001+C006,C001;C006,2,238.0212003122826,typical_adult,2,2,42294,38425,1306,50000.0,45568.0,1397.0,227932.65250144256,0.0798519343722265,78760.46699540151,1.7284161471954331,0.0,141.6473179080058,16
C001+C006,C001;C006,2,238.0212003122826,experienced_adult,2,2,42294,38425,969,50000.0,45568.0,1036.0,107274.36824186287,0.0430909779395859,87268.78530981034,1.9151331045867788,0.0,142.80990978819318,16
C001+C007,C001;C007,2,221.7131234650907,child,2,3,42294,38425,738,50000.0,45568.0,834.0,257379.63047993075,0.0667413392825722,-39717.61064182736,-0.8716118908406637,0.0,124.49086042609996,16
C001+C007,C001;C007,2,221.7131234650907,low_confidence_adult,2,3,42294,38425,1059,50000.0,45568.0,1193.0,255513.45819762905,0.0778409137334711,-52001.74661419595,-1.1411900152342862,0.0,135.82430965988897,16
C001+C007,C001;C007,2,221.7131234650907,typical_adult,2,3,42294,38425,1215,50000.0,45568.0,1356.0,198901.1912539568,0.0696813058430411,51681.22072636314,1.1341560025975057,0.0,139.29571752389893,16
C001+C007,C001;C007,2,221.7131234650907,experienced_adult,2,3,42294,38425,1107,50000.0,45568.0,1241.0,112706.01384747658,0.0452728124710132,36400.04438312942,0.7988071537730297,0.0,99.26319993007928,16
C001+C008,C001;C008,2,198.9287054144573,child,2,2,42294,38425,1313,50000.0,45568.0,1396.0,366670.2922868085,0.0950815973149127,-2740.729010499688,-0.0601459140295753,0.0,121.45999720296822,16
C001+C008,C001;C008,2,198.9287054144573,low_confidence_adult,2,2,42294,38425,1419,50000.0,45568.0,1505.0,303761.67776335945,0.0925394956535856,25954.74973220655,0.5695828154013024,0.0,121.03510142024606,16
C001+C008,C001;C008,2,198.9287054144573,typical_adult,2,2,42294,38425,1431,50000.0,45568.0,1512.0,208649.7762121532,0.0730965399385555,72035.02494972725,1.5808248101678206,0.0,138.46200867113657,16
C001+C008,C001;C008,2,198.9287054144573,experienced_adult,2,2,42294,38425,1059,50000.0,45568.0,1124.0,95718.87884327244,0.0384492601936177,82466.71623934378,1.8097506197187447,0.0,131.6772180509288,16
C001+C009,C001;C009,2,169.841499708393,child,2,2,42294,38425,1179,50000.0,45568.0,1538.0,313781.9739151223,0.0813670807700432,-15785.885772300308,-0.3464248106631914,0.0,118.6029976280406,16
C001+C009,C001;C009,2,169.841499708393,low_confidence_adult,2,2,42294,38425,1342,50000.0,45568.0,1707.0,269727.9342550821,0.0821712836966019,8454.733646423623,0.1855410298109116,0.0,123.9236380988732,16
C001+C009,C001;C009,2,169.841499708393,typical_adult,2,2,42294,38425,1442,50000.0,45568.0,1806.0,193726.95741436872,0.0678686099591869,47764.07716949021,1.04819340698495,0.0,185.8515045773238,16
C001+C009,C001;C009,2,169.841499708393,experienced_adult,2,2,42294,38425,1238,50000.0,45568.0,1591.0,100051.01238416613,0.0401894323698929,62713.10777435936,1.3762532429415235,0.0,171.03089596284553,16
C001+C010,C001;C010,2,183.06948869174437,child,2,2,42294,38425,799,50000.0,45568.0,897.0,333480.23178655375,0.0864750534150475,-16469.464481170977,-0.3614260990425513,0.0,91.70963256200776,16
C001+C010,C001;C010,2,183.06948869174437,low_confidence_adult,2,2,42294,38425,959,50000.0,45568.0,1063.0,283052.26579443726,0.0862304755263681,8454.733646423623,0.1855410298109116,0.0,101.42253231001088,16
C001+C010,C001;C010,2,183.06948869174437,typical_adult,2,2,42294,38425,1053,50000.0,45568.0,1156.0,200156.15698872996,0.0701209595758114,47938.55517500879,1.052022366024596,0.0,130.4426642979961,16
C001+C010,C001;C010,2,183.06948869174437,experienced_adult,2,2,42294,38425,812,50000.0,45568.0,903.0,111682.05502697152,0.0448614990541312,61290.61257544255,1.345036266139452,0.0,128.70752713200636,16
