baseline_seed,alternative_seed,baseline_rows,alternative_rows,baseline_total_demand,alternative_total_demand,shared_od_category_pairs,union_od_category_pairs,pair_jaccard_similarity,samples_exactly_identical
683,684,42294,42319,50000,50000,8805,75808,0.11614869143098354,False
