combination_id,candidate_ids,project_count,cumulative_length_m,rider_profile,target_lts,modified_directed_edges,od_records,routed_od_records,improved_od_records,total_demand,routed_demand,improved_demand,demand_weighted_route_cost_reduction,percent_baseline_cost_reduction,demand_weighted_distance_change_m,mean_distance_change_m,minimum_cost_reduction,runtime_seconds,workers
C001+C002+C003+C008,C001;C002;C003;C008,4,592.9194421762409,child,2,5,42294,38425,2301,50000.0,45568.0,2442.0,436802.0902850573,0.1608133478596427,-44965.48959468806,-0.9867777737598328,0.0,124.49276156490669,16
C001+C002+C003+C008,C001;C002;C003;C008,4,592.9194421762409,low_confidence_adult,2,5,42294,38425,2304,50000.0,45568.0,2443.0,394965.782090114,0.1423829235473206,-29731.919406791043,-0.6524736527122332,0.0,146.34294092096388,16
C001+C002+C003+C008,C001;C002;C003;C008,4,592.9194421762409,typical_adult,2,5,42294,38425,1970,50000.0,45568.0,2093.0,252672.08580181855,0.1015762808937202,64824.92236955901,1.4225974887982578,0.0,150.95021769893356,16
C001+C002+C003+C008,C001;C002;C003;C008,4,592.9194421762409,experienced_adult,2,5,42294,38425,1591,50000.0,45568.0,1692.0,93656.82347448924,0.0417331743349246,19726.98920841005,0.4329132112098413,0.0,145.39915832295085,16
C001+C002+C003+C009,C001;C002;C003;C009,4,563.8322364701764,child,2,5,42294,38425,2381,50000.0,45568.0,2808.0,429335.0180333538,0.1580642655768115,-64130.24154299884,-1.4073525619513438,0.0,135.43839734885842,16
C001+C002+C003+C009,C001;C002;C003;C009,4,563.8322364701764,low_confidence_adult,2,5,42294,38425,2348,50000.0,45568.0,2771.0,384421.2302618814,0.1385816724393007,-39676.091728772844,-0.8707007489635895,0.0,139.85638316790573,16
C001+C002+C003+C009,C001;C002;C003;C009,4,563.8322364701764,typical_adult,2,5,42294,38425,2149,50000.0,45568.0,2560.0,257049.9960055705,0.1033362372227806,46127.23505547451,1.0122725389631873,0.0,143.34968480002135,16
C001+C002+C003+C009,C001;C002;C003;C009,4,563.8322364701764,experienced_adult,2,5,42294,38425,1950,50000.0,45568.0,2348.0,100587.46154728308,0.0448214440008604,20378.396761425207,0.4472084963444787,0.0,116.11119218799286,16
C001+C002+C003+C010,C001;C002;C003;C010,4,577.0602254535278,child,2,5,42294,38425,1979,50000.0,45568.0,2145.0,437756.5647605035,0.1611647478168703,-64130.24154299884,-1.4073525619513438,0.0,192.0424227840267,16
C001+C002+C003+C010,C001;C002;C003;C010,4,577.0602254535278,low_confidence_adult,2,5,42294,38425,1948,50000.0,45568.0,2110.0,395654.2630578459,0.1426311170299905,-41254.4789501698,-0.9053388112309032,0.0,124.01490211393684,16
C001+C002+C003+C010,C001;C002;C003;C010,4,577.0602254535278,typical_adult,2,5,42294,38425,1723,50000.0,45568.0,1872.0,261499.86029650125,0.1051251196935931,44704.7398565577,0.9810555621611152,0.0,131.936629738193,16
C001+C002+C003+C010,C001;C002;C003;C010,4,577.0602254535278,experienced_adult,2,5,42294,38425,1496,50000.0,45568.0,1630.0,108434.73527790669,0.0483181635190405,19987.853628627134,0.4386379395327233,0.0,157.5718553289771,16
